gx,gy,plantCMP_Dim1,plantCMP_Dim2,altitude,convex,slope,GRA.EW,GRA.NS,aspect,ASP.EW,ASP.NS,stage,litterC,litterN,l.CN,litterP,rootC,rootN,r.CN,rootP,soilC,soilN,s.CN,s.NC,soilP,s.CP,soil.available.P,topoPC1,topoPC2,NutrPC1,NutrPC2,pH,Richness,H,simp,invsimp,J,LL,LW,LLWR,SLA,MH,N,P,LA,Fdisp,pd.obs.z,mpd.obs.z,mntd.obs.z,AM,EM,EM/AM,ErM,Nfix,Nfix.wAM.NM,wAM.NM,unknow,TotalBasalArea,logEMPerc,AMPerc,EMPerc,AGBgrowth,SqrtAGBgrowth,AGBgrowth_AM,SqrtAGBgrowth_AM,AGBgrowth_EM,SqrtAGBgrowth_EM,G_EM,G_AM,G,G_EM/AM,G_EMPerc,F_l_Richness,F_l_Chao1,F_l_ACE,F_l_ShannonE,F_l_Simpson,F_l_PielousE,F_l_Abundance,ascom_l_Richness,ascom_l_Chao1,ascom_l_ACE,ascom_l_ShannonE,ascom_l_Simpson,ascom_l_PielousE,ascom_l_Abundance,basid_l_Richness,basid_l_Chao1,basid_l_ACE,basid_l_ShannonE,basid_l_Simpson,basid_l_PielousE,basid_l_Abundance,ecm_l_Richness,ecm_l_Chao1,ecm_l_ACE,ecm_l_ShannonE,ecm_l_Simpson,ecm_l_PielousE,ecm_l_Abundance,pat_l_Richness,pat_l_Chao1,pat_l_ACE,pat_l_ShannonE,pat_l_Simpson,pat_l_PielousE,pat_l_Abundance,sap_l_Richness,sap_l_Chao1,sap_l_ACE,sap_l_ShannonE,sap_l_Simpson,sap_l_PielousE,sap_l_Abundance,F_r_Richness,F_r_Chao1,F_r_ACE,F_r_ShannonE,F_r_Simpson,F_r_PielousE,F_r_Abundance,ascom_r_Richness,ascom_r_Chao1,ascom_r_ACE,ascom_r_ShannonE,ascom_r_Simpson,ascom_r_PielousE,ascom_r_Abundance,basid_r_Richness,basid_r_Chao1,basid_r_ACE,basid_r_ShannonE,basid_r_Simpson,basid_r_PielousE,basid_r_Abundance,ecm_r_Richness,ecm_r_Chao1,ecm_r_ACE,ecm_r_ShannonE,ecm_r_Simpson,ecm_r_PielousE,ecm_r_Abundance,pat_r_Richness,pat_r_Chao1,pat_r_ACE,pat_r_ShannonE,pat_r_Simpson,pat_r_PielousE,pat_r_Abundance,sap_r_Richness,sap_r_Chao1,sap_r_ACE,sap_r_ShannonE,sap_r_Simpson,sap_r_PielousE,sap_r_Abundance,F_s_Richness,F_s_Chao1,F_s_ACE,F_s_ShannonE,F_s_Simpson,F_s_PielousE,F_s_Abundance,ascom_s_Richness,ascom_s_Chao1,ascom_s_ACE,ascom_s_ShannonE,ascom_s_Simpson,ascom_s_PielousE,ascom_s_Abundance,basid_s_Richness,basid_s_Chao1,basid_s_ACE,basid_s_ShannonE,basid_s_Simpson,basid_s_PielousE,basid_s_Abundance,ecm_s_Richness,ecm_s_Chao1,ecm_s_ACE,ecm_s_ShannonE,ecm_s_Simpson,ecm_s_PielousE,ecm_s_Abundance,pat_s_Richness,pat_s_Chao1,pat_s_ACE,pat_s_ShannonE,pat_s_Simpson,pat_s_PielousE,pat_s_Abundance,sap_s_Richness,sap_s_Chao1,sap_s_ACE,sap_s_ShannonE,sap_s_Simpson,sap_s_PielousE,sap_s_Abundance
418,150,-0.3647,0.2068,147.80875,0.7905,36.97188876,-0.692430427,-0.295339603,246.9004945,-0.919824855,-0.392329246,95.46602247,433.85,11.76,36.8920068,0.2,470.73,9.23,51,0.24,35.03,1.76,19.90340909,0.050242649,0.14,250.2142857,0.58,0.1724,-2.1586,-1.8687,-0.7684,4.16,6,1.747868097,0.816326531,5.444444444,0.975503759,84.73014286,31.56314286,2.709,89.71042857,11,1.121314286,0.053371429,19.8626,0.075445186,0.570359163,0.700376281,0.568719672,13.1253231,906.892454,69.09486701,0.950176788,0,0,0,0,920.9679539,-0.006688289,0.014251661,0.984716624,19846.9775,140.8793012,484.1328233,22.0030185,19269.93248,138.8161823,75.0901,2.0152,77.3505,37.26185987,0.970777177,480,805.1234568,859.0086957,3.587477488,0.847265176,0.581082245,5976,247,442.1463415,467.4688611,4.16231529,0.955819542,0.755494991,1543,214,319.3947368,344.3434208,2.563074643,0.722195031,0.477653019,4388,60,92.5,99.39803964,3.194507817,0.928082624,0.78022447,398,49,99.75,114.1904319,1.998444787,0.687404447,0.513498732,466,124,236.8947368,253.878784,3.519740759,0.933356241,0.730194017,811,190,330.0454545,311.5977971,3.317087979,0.93385837,0.632184631,5976,91,135.4,148.1855453,2.553338442,0.856993744,0.566042555,2765,92,170.75,140.6274244,2.653039422,0.874595348,0.586723456,3180,60,98.5,90.7350587,2.393551185,0.843000355,0.584599354,2036,9,16.5,25.36363636,0.132432704,0.03826743,0.060272721,620,50,84.5,89.55244755,1.684575814,0.592884437,0.430615007,1090,197,318.4166667,337.5644058,1.973286351,0.69085232,0.373501847,5976,74,153.6153846,170.2846715,3.819622161,0.962148236,0.887445259,174,106,147,154.8138667,1.639835387,0.649909267,0.351636497,5612,70,101.5,101.2675227,1.414480317,0.616658429,0.332936778,5360,5,8,13.85714286,1.071046595,0.569444444,0.665478666,24,56,75.46153846,84.03507364,2.692311156,0.850152224,0.668838741,402
418.5857864,211.4142136,0.0998,-0.517,177.46075,8.381635417,25.33967692,0.049597942,-0.470940784,173.9879613,0.104737476,-0.994499905,98.22481481,411.24,10.3,39.92621359,0.21,476.48,8.82,54.02267574,0.26,54.84,2.9,18.91034483,0.052881109,0.18,304.6666667,1.89,0.5858,0.1859,-0.9471,0.0605,4.07,5,1.522955068,0.765432099,4.263157895,0.946265187,90.655,33.699,2.674333333,144.6745556,17.33333333,1.329155556,0.0565,19.61708889,0.09738031,1.839237287,1.158032578,2.516808409,173.5098942,170.1314555,0.980528841,8.686909033,0,0,0,0,352.3282587,-0.316161961,0.492466584,0.482877689,5679.176322,75.36030999,3698.194975,60.81278628,1889.318908,43.46629623,21.3088,12.4968,35.3216,1.705140516,0.60327958,312,525.0612245,554.6250368,3.489848197,0.929580157,0.607669556,5976,230,355.6341463,385.7040062,3.076075925,0.896702184,0.565654848,4731,70,140.125,134.0682997,2.52019195,0.864034461,0.593196369,1221,13,14,15.62606978,2.385416137,0.892578125,0.93000516,32,40,62.66666667,61.80615234,0.923056258,0.298722232,0.250226734,1182,113,189.5555556,210.6270495,2.574795109,0.846949567,0.544654936,2613,161,294,317.3142857,2.579864155,0.827070386,0.507706919,5976,80,150.3,162.3414801,2.25721404,0.769288192,0.51510733,3131,77,125.4615385,142.112,1.424651159,0.503400768,0.327973061,2807,49,70,82.88478327,2.019320318,0.746889455,0.518862682,668,2,2,3.12,0.450561209,0.277777778,0.650022422,6,36,64.5,93.12510288,2.343553168,0.864168581,0.653980963,561,297,408.0185185,415.2587108,3.186632591,0.869626879,0.55967378,5976,122,165.3846154,168.3299561,4.299387244,0.974840514,0.894955956,416,149,202,213.1599759,2.603654264,0.824406862,0.520320184,5121,82,111.5454545,110.1957224,2.353065974,0.73962694,0.533972291,2729,9,14,18.45494644,1.748507564,0.767857143,0.795780086,28,88,101.8,107.2106152,1.773366219,0.58254744,0.396076126,2514
420,150,-0.8317,0.2831,147.80875,0.7905,36.97188876,-0.692430427,-0.295339603,246.9004945,-0.919824855,-0.392329246,95.46602247,474.63,11.15,42.567713,0.21,471.21,7.88,59.79822335,0.18,32,1.72,18.60465116,0.05375,0.1,320,1.24,0.1724,-2.1586,-2.5512,-0.4992,4.33,7,1.889159164,0.839506173,6.230769231,0.970835763,91.63944444,31.57722222,2.932,93.62388889,12,1.164022222,0.055555556,21.445,0.082546545,1.082746831,0.993857883,1.441954386,242.6469123,1.929864854,0.007953387,9.691325306,0,0,0,0,254.2681025,-2.11970776,0.954295525,0.007589882,5142.404499,71.71056058,4814.109717,69.38378569,45.79352498,6.767091323,0.5432,23.7376,27.7232,0.022883527,0.019593698,296,513.6304348,540.7335276,3.123876241,0.867835857,0.548976961,5976,177,330.12,350.2854148,2.549727241,0.809168949,0.492591477,4898,111,184.6666667,191.3167756,3.051809912,0.874067375,0.648007292,1061,26,37.375,49.52,2.783758646,0.906112161,0.854412573,69,30,56.25,64.25190539,1.851555808,0.745969388,0.544383521,560,87,147.2,157.6777549,3.231403516,0.910679369,0.723571428,559,137,195.3333333,197.2772092,1.940825757,0.65875668,0.394478309,5976,73,88.8125,94.22835445,2.938472295,0.893744398,0.684885228,1017,61,126,97.88473563,1.074788816,0.476481794,0.261450205,4798,39,61.75,55.70939516,0.543635509,0.161513879,0.14838989,3582,1,1,NA,0,0,NA,18,38,49.66666667,55.7459576,1.912760784,0.691961956,0.525832434,518,256,415.3846154,433.6034541,3.239993748,0.889082826,0.584290364,5976,131,192.6,214.6385718,3.900746212,0.958990625,0.800120683,800,99,189.0833333,180.2355673,2.267063073,0.793213452,0.493363209,4281,56,75,80.11971693,2.206816454,0.807463598,0.548229478,2022,6,6.25,7.897435897,1.574097337,0.744897959,0.878520451,14,91,151.5454545,142.2931842,2.106051087,0.704288286,0.466884656,3255
420,160,-0.1881,-0.2415,147.80875,0.7905,36.97188876,-0.692430427,-0.295339603,246.9004945,-0.919824855,-0.392329246,95.46602247,468.88,9.6,48.84166667,0.18,420.86,8.05,52.28074534,0.2,16.84,0.87,19.35632184,0.051662708,0.14,120.2857143,0.95,0.1724,-2.1586,-2.9764,-0.3098,4.12,6,1.791759469,0.833333333,6,1,79.76683333,33.14333333,2.4285,126.6913333,12.33333333,1.36905,0.064416667,19.39481667,0.120682773,0.889989327,0.285405042,0.985804411,3.379030375,71.08876717,21.0382149,1.738646192,0,0,0,0,76.20644374,-0.030190247,0.044340481,0.932844569,1027.331729,32.05201599,184.7950744,13.59393521,800.1946468,28.28771194,8.174,1.2436,10.4988,6.572853007,0.778565169,354,547.8,597.3624588,3.827054532,0.933454926,0.652046504,5976,243,363.7317073,401.9947733,3.591556584,0.913405916,0.653835138,4422,100,157.5,170.7531388,2.232470479,0.710800895,0.484774805,1537,15,18,19.14814815,2.548798603,0.910927456,0.941193262,33,36,46,57.26245847,2.123077781,0.782495615,0.592456135,448,114,220.0714286,224.6671421,3.395635313,0.937522936,0.716953766,1222,246,335.0232558,368.6001999,3.726024539,0.948074986,0.676802935,5976,103,138,153.9455309,3.411547224,0.940480382,0.736083433,1423,139,184.2307692,203.4906422,3.070554674,0.914239245,0.622265862,4492,78,92.88235294,104.0633285,2.624200522,0.87625279,0.60233553,2902,7,8.5,12.44897959,0.375783237,0.144704297,0.193114383,223,52,69.27272727,72.62263539,2.758818973,0.876108063,0.698215339,501,361,566.625,538.3328521,4.228827916,0.968094097,0.718104186,5976,199,298.3870968,292.2558622,4.025906762,0.955639393,0.760565827,1566,115,194.6153846,180.3337168,3.213837775,0.927004857,0.677320073,2411,47,60.2,56.86075632,2.517546933,0.870195658,0.653883226,1632,17,20,23.31092437,2.511773556,0.897506925,0.886545858,57,124,226.2142857,202.6861561,3.036182137,0.900864961,0.629876512,2563
420,180,-0.8824,-0.9143,158.57775,4.6694375,40.93072387,-0.365653887,-0.786304281,204.9397729,-0.421665298,-0.906751552,95.26855446,457.43,8.9,51.39662921,0.15,455.78,9.37,48.64247599,0.27,31.84,1.48,21.51351351,0.046482412,0.11,289.4545455,0.07,-0.9806,-0.242,-2.708,0.5008,4.23,2,0.636514168,0.444444444,1.8,0.918295834,130.363,59.289,2.238,159.9073333,28.33333333,1.735466667,0.073,34.6418,0.147016369,-6.562185303,-4.587733706,-3.175221536,17.8398913,222.2462877,12.45782746,0,0,0,0,0,240.086179,-0.033532175,0.074306199,0.925693801,12968.22793,113.8781275,2739.96512,52.34467614,10228.26281,101.1348744,17.64,2.5096,20.1496,7.029008607,0.875451622,279,419.6222222,418.1932759,2.174146552,0.571104868,0.386088579,5976,202,303.25,298.9624644,4.053603842,0.963320834,0.763639679,1608,66,93,104.8797941,0.635552359,0.1914773,0.15169564,4339,6,9,14.99591837,1.540305825,0.727272727,0.859661049,11,33,68,60.00482989,2.588462486,0.874053241,0.74029941,268,94,129.2,125.3048575,3.38424645,0.916292393,0.744888151,635,187,246.2307692,245.9172932,3.441486941,0.93736565,0.657888641,5976,82,103.2307692,106.1954744,2.720832881,0.870956956,0.617428234,1896,97,126.0769231,126.6546523,2.825626246,0.891774186,0.617662243,4047,58,64.11111111,67.23864735,2.606048531,0.874049422,0.641813842,2901,3,3,4,0.556646904,0.290123457,0.506681847,18,52,67.3,71.46496234,2.085864079,0.756526459,0.527900638,1013,211,344.0285714,380.0748076,2.408734035,0.764804925,0.450074343,5976,88,141.8125,154.5332566,3.597133837,0.945958087,0.803409256,422,104,170.3529412,190.0125049,1.743696638,0.678203138,0.375441404,5094,59,87.11111111,91.24161843,1.457411567,0.635191625,0.357424447,4778,4,4,4.64312547,1.198849313,0.652777778,0.864786979,12,76,131.5,149.0268545,2.980637354,0.916630405,0.68825234,893
420,200,-1.1516,-0.1299,171.66425,10.86377083,29.43958365,-0.20242555,-0.526830605,201.0184118,-0.358667878,-0.93346524,50.9064664,489.41,9.36,52.28739316,0.18,439.17,10.61,41.39208294,0.29,28.79,1.38,20.86231884,0.04793331,0.11,261.7272727,0.51,0.1262,-0.5595,-2.264,0.0878,4.15,6,1.667461933,0.78125,4.571428571,0.930628224,81.53525,29.17,2.761875,97.6695,17.375,1.2137,0.055575,16.5519,0.070637361,0.202577345,-0.428206702,0.367332243,377.0952235,1.920069178,0.005091736,0,0,69.94875497,0,0,448.9640476,-2.368793128,0.839922986,0.004276666,14002.97934,118.334185,13320.86597,115.4160559,682.1133678,26.11730016,0.4212,54.9452,55.3664,0.00766582,0.007607502,329,649.8333333,732.33209,3.440907933,0.920725237,0.5936635,5976,235,548.5,563.7020634,3.040572863,0.880263286,0.556923755,4260,85,122,157.0067728,2.242955136,0.761098014,0.504868604,1657,11,16,16.37672584,2.278117962,0.886426593,0.950048982,19,41,76,88.33755602,1.405201904,0.566618978,0.378396293,1277,102,195.8823529,259.4093396,2.63580974,0.814678449,0.569908159,1355,172,276.5,315.3539802,2.427090788,0.796939039,0.471509158,5976,73,115.5,129.9304556,2.816035415,0.881003514,0.656348219,647,95,150.7142857,175.26012,1.979980038,0.745058103,0.434789979,5315,54,82.5,84.94881286,1.659259128,0.619799988,0.415960332,3037,4,5,7.666666667,0.272114004,0.108987603,0.196288762,88,39,58,71.18526917,2.23634097,0.742520812,0.610428099,248,192,292.0882353,313.4028848,2.433727634,0.818990991,0.462906282,5976,62,91,99.35979201,3.431688347,0.942302836,0.831494211,218,98,150.9285714,151.8918951,1.92069371,0.753174178,0.418911087,4997,66,109.875,109.9519488,1.757519411,0.737284135,0.419490273,4842,6,6.333333333,9.279797126,1.052389884,0.518595041,0.587349978,44,57,73.15384615,80.72445226,1.944672464,0.635667732,0.480991295,911
420,210,0.7395,-0.2002,177.46075,8.381635417,25.33967692,0.049597942,-0.470940784,173.9879613,0.104737476,-0.994499905,98.22481481,387.74,10.02,38.69660679,0.21,467.72,7.57,61.78599736,0.19,47.34,2.32,20.40517241,0.049007182,0.09,526,0.65,0.5858,0.1859,-2.423,-0.4002,4.38,5,1.522955068,0.765432099,4.263157895,0.946265187,83.93888889,35.43877778,2.360111111,144.2015556,16.88888889,1.382077778,0.059255556,20.08655556,0.10041799,1.890759406,1.384683211,2.104471198,172.152684,343.5113239,1.995387559,15.6283372,0,0,0,0,531.2923451,-0.189391829,0.324026283,0.646558015,4978.763566,70.56035407,2942.609789,54.24582739,1773.230286,42.10974099,36.548,11.7776,51.0576,3.103178916,0.715818997,133,238.12,243.7510976,0.542917473,0.135144494,0.111018142,5976,82,160.8333333,147.659883,3.652208467,0.950377778,0.828781745,300,45,70,85.28692059,0.149448452,0.037040036,0.039259707,5663,5,8,15,1.560710409,0.777777778,0.9697239,6,15,33,35.0025,1.658543374,0.640621718,0.612449272,69,50,92,88.47115385,0.179416239,0.044141462,0.045862777,5684,200,287.5675676,301.6681295,2.2794566,0.665888509,0.430222737,5976,73,116.5,117.3825545,2.934688221,0.874570843,0.684003254,809,120,158.3333333,166.3244946,1.681340757,0.549584419,0.351194498,5129,54,69.83333333,77.02846066,2.319016528,0.824006188,0.581355177,1141,4,4.5,6.222222222,1.213007566,0.65625,0.875,8,45,70.66666667,76.71467391,2.339609869,0.812144273,0.614609221,435,232,417.5,409.9800404,2.886499379,0.834943298,0.529950167,5976,92,180.4,191.0286397,3.867501025,0.959607296,0.855303374,297,117,190.9285714,189.4599287,2.34410246,0.757208554,0.492233692,4795,60,83.1,96.01376147,2.547482316,0.869318809,0.622195391,1343,7,14.5,28,1.906154747,0.84375,0.979569765,8,72,157,126.9867833,1.351429353,0.521786713,0.316000669,3356
420,220,0.8507,-0.4886,177.46075,8.381635417,25.33967692,0.049597942,-0.470940784,173.9879613,0.104737476,-0.994499905,98.22481481,484.22,12.47,38.83079391,0.25,399.31,9.02,44.26940133,0.28,57.81,3.01,19.20598007,0.052067116,0.14,412.9285714,0.8,0.5858,0.1859,-0.417,-1.2035,4.1,10,2.245035274,0.887573964,8.894736842,0.975006431,91.14869231,36.45315385,2.704384615,139.2404615,13.69230769,1.366646154,0.057253846,24.08123077,0.11657128,1.848637662,0.739133139,1.278083435,359.8100799,161.9016846,0.449964283,1.381598861,0,34.42434583,0,0,557.5177092,-0.537005803,0.645378746,0.290397385,16273.58642,127.5679678,10396.95962,101.9654825,5879.331177,76.67679686,17.2996,44.5784,62.2461,0.388071353,0.277922633,254,411.0425532,446.7427374,2.625916371,0.804203259,0.47422031,5976,166,271.3333333,298.1703145,2.223162921,0.760562992,0.434892064,5389,73,116.1538462,123.1988556,2.879704525,0.875957258,0.671187915,559,8,13,16.35261708,1.836422387,0.8046875,0.88313249,16,32,43.375,47.87860518,0.473216674,0.161382174,0.13654147,2585,77,104.5555556,121.3506478,3.158050753,0.925325468,0.727023991,614,146,288.5,287.099153,2.046031696,0.744997337,0.410552407,5976,40,86.2,68.90863421,2.934793306,0.906769391,0.795578533,152,105,194.4375,214.5353748,1.889607902,0.730379228,0.406021487,5811,61,116.1111111,117.2276803,1.311956484,0.53787849,0.319142967,4107,3,4,NA,0.409458619,0.193905817,0.372705296,19,26,52.25,58.30525761,2.441725509,0.833684211,0.749433137,95,317,371.1216216,405.800973,4.029788181,0.949122516,0.699749421,5976,119,143.1176471,157.0596165,3.667715157,0.943906995,0.767445152,819,161,186.3235294,203.6281404,3.322150594,0.906445833,0.653785913,4206,92,99.43478261,109.500512,2.752883289,0.839710496,0.60880407,2942,17,24,24.875,1.576412997,0.685634103,0.556404621,249,104,122.6,139.8481984,3.151468237,0.916307617,0.678553616,2143
425,180,0.1652,-0.2856,160.91775,7.070979167,30.53195736,0.132190297,-0.574791862,167.0483584,0.224128641,-0.974559568,57.39337849,448,10.51,42.62607041,0.2,455.71,9.8,46.50102041,0.25,20.98,0.95,22.08421053,0.04528122,0.12,174.8333333,2.25,0.3553,0.6482,-2.3342,-0.5942,3.88,6,1.732867951,0.8125,5.333333333,0.967132018,72.148,29.71825,2.44925,115.4135,11.125,1.2193125,0.057625,15.062675,0.094931669,-0.019407314,-0.006985704,-0.382352436,19.0003542,25.53323206,1.343829267,1.335320829,0,0,0,0,45.86890709,-0.25441182,0.414231675,0.556656648,628.3134881,25.06618216,425.7410229,20.63349275,202.5724652,14.23279541,2.8224,3.0792,6.132,0.916601715,0.460273973,470,752.225,793.7632042,4.224913013,0.955648733,0.686672609,5976,291,435.1,497.8915593,3.928579669,0.939887809,0.69246533,3023,165,307.1578947,270.4021012,3.045507442,0.875225839,0.596462978,2876,39,69.6,63.68294271,2.566811304,0.856979957,0.700632759,302,51,70.46153846,87.43467643,1.779301415,0.683085246,0.452538231,1174,147,240.84,241.2646309,3.816376752,0.948355978,0.764738665,903,144,196.5555556,195.0136729,2.748458694,0.833090786,0.553030572,5976,77,102,106.8677294,2.97799475,0.900901291,0.685572778,1392,63,97.2,84.21641085,1.928037751,0.720062948,0.465357242,4539,39,51,46.17341221,1.891008028,0.721316618,0.516166564,2138,8,11,11.4962963,1.927392126,0.8359375,0.926879687,16,36,47,48.33940695,2.383231333,0.854676074,0.665053366,514,247,427.2702703,421.3615742,2.677185343,0.77469847,0.485931501,5976,108,214.4,199.3537286,3.687763232,0.939866433,0.78762492,459,116,169.4545455,187.9008297,2.040431918,0.68901762,0.429240182,5064,73,96.21428571,106.4920193,1.615653261,0.585266643,0.376568823,4343,11,16,16.37672584,2.278117962,0.886426593,0.950048982,19,74,122,118.7848996,2.557448045,0.861015343,0.594193626,1238
439.3933983,139.3933983,0.1713,1.0912,149.5455,10.980625,34.40535105,-0.124288115,-0.673479021,190.4560889,-0.181481857,-0.983394293,41.6629604,456.62,8.68,52.60599078,0.12,466.06,13.13,35.49581112,0.28,49.48,2.21,22.38914027,0.044664511,0.2,247.4,0.87,-0.2539,0.0883,-1.2054,1.4469,3.85,8,1.935600505,0.833333333,6,0.930827083,73.08433333,30.69,2.426916667,109.903,11.20833333,1.164733333,0.054058333,15.64558333,0.072804486,2.102757056,0.939466415,2.109708154,634.1577834,470.060382,0.74123569,4.878258605,0,0,0,0,1109.096424,-0.372814631,0.571778765,0.423822827,8326.966645,91.25221447,6357.521496,79.73406735,1930.389924,43.93620289,43.2424,35.534,79.638,1.216930264,0.542987016,401,594.2207792,633.8786065,3.708772776,0.925320537,0.618751525,5976,257,499.4545455,453.9881999,3.662808573,0.918744196,0.660075392,2665,133,151.5714286,173.7535893,2.467563774,0.806811283,0.504578244,3289,27,32.5,43.18329133,2.69900587,0.896079882,0.818913672,104,46,82.14285714,85.69146333,1.291171221,0.420198413,0.337240051,840,118,175.9545455,187.1377061,2.694146506,0.799449691,0.564729534,1595,181,259.9642857,282.3564289,3.14648847,0.908274441,0.605268879,5976,84,138.0769231,164.9323354,2.334953912,0.785850129,0.526980468,2229,91,111,116.821405,2.529799793,0.838076584,0.560824337,3694,54,59,61.75860563,2.271689505,0.786452837,0.569490747,2104,5,5,5.666666667,1.120571037,0.545,0.696249932,20,47,80,92.92337391,2.459498429,0.872514793,0.63880627,780,251,473.037037,439.0004538,3.729643461,0.951280804,0.674993254,5976,149,304.3125,268.8867416,3.547847357,0.939670116,0.709009877,1866,77,119,116.6853382,2.946250849,0.917319061,0.678264923,2046,30,39,42.84046749,2.162002399,0.835802045,0.635659198,923,5,8,9.453125,1.366711052,0.694214876,0.849185322,11,83,137.0909091,146.2545829,2.463200028,0.856765322,0.557431292,3062
440,160,-0.7651,-0.6368,155.664,8.974572917,17.36864721,-0.001183052,-0.312777914,180.2167177,-0.003782374,-0.999992847,67.82645652,458.91,13.24,34.66087613,0.2,407.43,14.31,28.47169811,0.37,53.61,2.83,18.9434629,0.052788659,0.13,412.3846154,1.89,0.7162,-0.0518,0.4152,-1.0459,3.73,2,0.693147181,0.5,2,1,91.3945,31.077,2.907,176.476,10,1.42385,0.05235,20.7947,0.103002307,0.049687079,0.027551126,0.051671696,0,0,NA,3.110037418,0,0.957418238,0,0,4.067455656,-6,0,0,70.44959364,8.39342562,70.44959364,8.39342562,0,0,0,0.2336,0.7236,0,0,362,464.2560976,517.9503286,4.047985456,0.955738169,0.687072286,5976,185,232.2727273,260.5294407,3.762099273,0.952880869,0.720659549,2281,160,203.1351351,229.6159505,3.039788295,0.894659395,0.598952549,3551,63,79.86666667,91.74577957,2.472516087,0.830160989,0.596774242,1158,35,42.85714286,47.09609229,2.300659031,0.827972789,0.647098116,525,101,140.1363636,157.5492368,3.517018488,0.94908053,0.762064279,831,175,242,274.1733815,3.062773048,0.907708926,0.593010642,5976,116,151.875,177.7476803,2.752441345,0.874313485,0.579023692,4150,54,79.3,89.59581082,1.701552695,0.653939717,0.426562923,1808,32,38.11111111,43.08870968,1.428164816,0.509556875,0.41208126,618,1,1,1,0,0,NA,5,52,73,84.7971549,2.112234078,0.782760139,0.534574486,1703,279,408.893617,428.6755215,3.708414955,0.947091411,0.658546526,5976,150,271.7142857,270.6687586,3.488264585,0.90810925,0.696172118,1410,76,94.75,103.0937608,2.385824104,0.816106294,0.550905336,2392,37,48,49.38627219,2.125250706,0.795254159,0.588562453,991,8,10.5,14.66666667,2.019814992,0.859504132,0.971325691,11,115,172.5,186.555678,2.873439605,0.904245536,0.60558076,4168
440,200,-1.0747,0.0165,170.8265,10.13775,27.30153384,0.290628479,-0.426578261,145.7333329,0.563045391,-0.826425972,49.88599353,483.95,10.38,46.62331407,0.29,390.15,11.3,34.52654867,0.32,62.77,3.51,17.88319088,0.055918432,0.19,330.3684211,2.25,1.5117,0.6315,0.6184,-0.7152,3.84,4,1.193549604,0.66,2.941176471,0.860964047,70.78988889,25.442,2.792777778,105.206,18.6,1.25513,0.06275,11.15972,0.082371582,-3.08749984,-4.004895619,-2.84520016,6.077797689,1199.279568,197.3214031,0,0,0,0,0,1205.357366,-0.002194955,0.00504232,0.99495768,884.2587475,29.73648849,536.9743426,23.17270685,347.2844049,18.63556827,163.0948,0.9572,164.052,170.3873799,0.994165265,295,421.8571429,430.1332673,3.447264228,0.909284113,0.606168308,5976,150,218.875,222.1822918,2.562100005,0.80791123,0.511332367,3812,133,178.0416667,182.0084631,3.132183501,0.90048528,0.640482595,2121,42,53.375,57.46346667,2.032500311,0.744867209,0.543788113,1042,35,48.2,50.79706727,1.275606904,0.583170096,0.35878538,2516,85,143.5714286,142.7341893,2.60012667,0.803548672,0.585264636,702,190,274.3703704,276.7357038,3.294788018,0.921862875,0.627934611,5976,112,159.5263158,171.9582747,2.736828434,0.873059986,0.580021,3205,74,99.66666667,96.6096965,2.380240993,0.794625545,0.553021607,2684,43,62.5,58.01844429,1.877207959,0.714202469,0.499098134,2250,14,23.33333333,28.31578947,0.416312489,0.177621007,0.157750453,945,60,73.57142857,80.89062735,2.732405462,0.879979678,0.667360898,771,227,384.5294118,395.3476116,3.094199847,0.89781678,0.570364674,5976,68,131.0769231,159.0663443,3.613060518,0.945461432,0.856275369,178,141,234.8823529,219.2666454,2.845481034,0.88639245,0.574988704,5664,76,118,108.9278735,2.219240542,0.799435123,0.512439896,3915,2,2,3.12,0.450561209,0.277777778,0.650022422,6,59,93.36363636,114.7719247,1.935223872,0.647021562,0.474606033,961
